Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Vinicius Santos,"Rua Nelson Mandela, 4064",17199163586,Botafogo,5709.66,Schnauzer,Masculino,Terapeuta Ocupacional,31,(21) 94260-8462
Maria Luiza Silva,"Rua Nelson Mandela, 6174",46234487461,Botafogo,8074.64,Pit Bull,Feminino,Historiador,34,(21) 93200-2698
Diego Silva,"Rua Ary Schiavo, 5132",92214051663,Barra da Tijuca,9902.6,Dachshund,Masculino,Farmaceutico,59,(21) 97465-2323
Amanda Carvalho,"Rua Marques de Abrantes, 6597",22661011989,Flamengo,6311.4,Dachshund,Feminino,Padeiro,19,(21) 93586-6234
Gabriel Rocha,"Avenida Vieira Souto, 9727",96934152936,Ipanema,5974.9,Husky Siberiano,Masculino,Producao de Eventos,22,(21) 98222-4298
Isabela Martins,"Rua Monte Alegre, 7263",97919127745,Santa Teresa,9218.1,Bulldog,Feminino,Musico,33,(21) 95479-9445
Maria Luiza Silva,"Rua Visconde de Souza Franco, 5963",77165846332,Lapa,8594.07,Golden Retriever,Feminino,Personal Trainer,68,(21) 98013-7217
Viviane Mendes,"Rua Visconde de Piraja, 6077",30511465879,Ipanema,2683.69,Yorkshire Terrier,Feminino,Ator,39,(21) 96640-7324
Rodrigo Costa,"Rua Jardim Botanico, 6725",38624168854,Jardim Botanico,4237.1,Basset Hound,Masculino,Quimico,19,(21) 91654-8058
Gabriel Rocha,"Rua Voluntarios da Patria, 4035",70569975861,Botafogo,6841.61,Cocker Spaniel,Masculino,Gerente,69,(21) 97420-4190
Lucas Ferreira,"Rua do Ouvidor, 4714",25388953029,Centro,6851.54,Shiba Inu,Masculino,Engenheiro,53,(21) 93672-2549
Diego Silva,"Rua do Ouvidor, 9754",21968162336,Centro,5183.08,Yorkshire Terrier,Masculino,Geografo,60,(21) 98174-9383
Gabriel Rocha,"Rua Joao Lira, 4354",70560709190,Sao Conrado,3810.71,Labrador,Masculino,Medico,48,(21) 92185-8573
Carlos Santos,"Rua Candido Mendes, 4946",76244604361,Gloria,5704.24,Shih Tzu,Masculino,Contador,42,(21) 95494-3930
Camila Pereira,"Rua Nelson Mandela, 434",73855680842,Botafogo,5052.08,Shih Tzu,Feminino,Artesao,38,(21) 91575-7432
Marcelo Lima,"Rua Jose Higino, 1569",15703080602,Tijuca,3209.92,Beagle,Masculino,Publicitario,36,(21) 95455-4396
Juliana Costa,"Rua Farme de Amoedo, 767",15896386753,Ipanema,9822.32,Shiba Inu,Feminino,Chef de Cozinha,27,(21) 92073-7689
Roberta Moreira,"Rua Bento Lisboa, 4381",86516652736,Humaita,3576.05,Shiba Inu,Feminino,Lider de Projeto,71,(21) 98523-6478
Pedro Pinto,"Rua do Catete, 6401",84310865779,Flamengo,8634.62,Beagle,Masculino,Geografo,38,(21) 94748-5235
Andre Carvalho,"Avenida Aquarela do Brasil, 5846",80615324487,Sao Conrado,5225.28,Poodle,Masculino,Engenheiro,41,(21) 98126-7757
Gustavo Moreira,"Rua Garcia d'Avila, 5276",28233563731,Ipanema,6691.03,Poodle,Masculino,Engenheiro,64,(21) 95266-3198
Gabriel Rocha,"Rua General Artigas, 24",96509536045,Leblon,3171.77,Shih Tzu,Masculino,Historiador,41,(21) 97704-1126
Leandro Rodrigues,"Rua Professor Annes Dias, 176",10584983521,Sao Conrado,8774.66,Boxer,Masculino,Farmaceutico,67,(21) 99210-6524
Natalia Pinto,"Rua Ary Schiavo, 2506",20705503064,Barra da Tijuca,7407.66,Maltes,Feminino,Advogado,62,(21) 99892-4642
Carla Rodrigues,"Rua Barata Ribeiro, 6013",19717545680,Copacabana,4069.77,Chihuahua,Feminino,Psicologo,23,(21) 97031-1649
Fernanda Santos,"Rua do Lavradio, 333",27399450705,Lapa,1769.62,Schnauzer,Feminino,Musico,25,(21) 91575-9030
Thiago Souza,"Rua 28 de Setembro, 1227",46190032951,Vila Isabel,9090.12,Poodle,Masculino,Padeiro,20,(21) 93683-6034
Pedro Pinto,"Rua Heitor de Silva Costa, 5866",36022495866,Vila Isabel,7875.77,Chihuahua,Masculino,Terapeuta Ocupacional,22,(21) 98562-9409
Antonio Silva,"Rua Barata Ribeiro, 3317",35692890453,Copacabana,2550.27,Rottweiler,Masculino,Designer,19,(21) 91090-1288
Bruno Alves,"Rua Bartolomeu Mitre, 3609",74064545044,Leblon,3951.99,Pug,Masculino,Desenvolvedor,66,(21) 96647-5189
Camila Pereira,"Rua do Russel, 9271",83444674401,Gloria,1539.55,Poodle,Feminino,Publicitario,42,(21) 92017-6834
Luana Campos,"Rua Monte Alegre, 8612",85347014837,Santa Teresa,8478.31,Labrador,Feminino,Historiador,63,(21) 95617-3861
Marcelo Lima,"Rua Joao Vicente, 2146",13268355406,Vila Isabel,4282.6,Bulldog,Masculino,Terapeuta Ocupacional,24,(21) 97554-7348
Felipe Oliveira,"Avenida Ayrton Senna, 2468",95593426349,Barra da Tijuca,6717.01,Golden Retriever,Masculino,Psicologo,65,(21) 90812-9581
Amanda Carvalho,"Rua Buarque de Macedo, 1162",72641903507,Vila Isabel,7562.17,Pit Bull,Feminino,Chef de Cozinha,41,(21) 91814-3137
Natalia Pinto,"Rua Gal. Osorio, 1503",70119603811,Cascadura,2771.02,Husky Siberiano,Feminino,Enfermeiro,50,(21) 95256-4902
Ricardo Martins,"Rua Farme de Amoedo, 4876",60290820746,Ipanema,7051.92,Basset Hound,Masculino,Historiador,58,(21) 98722-8284
Eduardo Campos,"Avenida Atlantica, 8001",37615362235,Copacabana,7327.27,Boxer,Masculino,Fisioterapeuta,36,(21) 94437-3900
Ricardo Martins,"Rua Conde de Iraja, 4407",75026508806,Catete,3094.17,Pug,Masculino,Biologo,28,(21) 94190-5635
Juliana Costa,"Rua Lopes Quintas, 1092",52209657396,Jardim Botanico,4541.61,Cocker Spaniel,Feminino,Psicologo,55,(21) 99649-3229
Mariana Lima,"Rua Monte Alegre, 5851",20486012389,Santa Teresa,8317.6,Golden Retriever,Feminino,Ator,29,(21) 92454-3651
Daniel Araujo,"Rua Primeiro de Marco, 6504",43526275086,Centro,1432.39,Shiba Inu,Masculino,Ator,69,(21) 94158-5943
Juliana Costa,"Rua Mem de Sa, 3027",67102493600,Lapa,6119.25,Shih Tzu,Feminino,Quimico,60,(21) 90699-9130
Gustavo Moreira,"Rua Joaquim Nabuco, 9470",74542524725,Recreio dos Bandeirantes,6286.59,Boxer,Masculino,Ator,61,(21) 97308-6838
Joao Almeida,"Rua Miguel Lemos, 3736",48878282402,Sao Conrado,5164.97,Rottweiler,Masculino,Personal Trainer,45,(21) 90645-9144
Pedro Pinto,"Rua da Gloria, 3774",55048840070,Gloria,4054.11,Cocker Spaniel,Masculino,Producao de Eventos,47,(21) 92900-2107
Carlos Santos,"Rua Estrela, 891",14859799614,Santa Teresa,8013.81,Poodle,Masculino,Professor,29,(21) 94613-1401
Eduardo Campos,"Rua Joaquim Nabuco, 6513",50941668211,Recreio dos Bandeirantes,2237.31,Boxer,Masculino,Arquiteto,49,(21) 91628-1095
Diego Silva,"Rua Barata Ribeiro, 2307",97101581685,Copacabana,8270.1,Labrador,Masculino,Ator,20,(21) 90724-2897
Ricardo Martins,"Rua do Anil, 8016",82089808463,Barra da Tijuca,8973.77,Border Collie,Masculino,Antropologo,32,(21) 92182-1264
Eduardo Campos,"Rua Sao Clemente, 2209",42031825173,Humaita,7015.35,Beagle,Masculino,Geografo,61,(21) 93778-6855
Luana Campos,"Rua Joao Lira, 4203",30623049765,Sao Conrado,8092.7,Husky Siberiano,Feminino,Designer,19,(21) 98836-1530
Carlos Santos,"Rua Miguel Lemos, 2492",79825741817,Sao Conrado,6116.34,Shiba Inu,Masculino,Advogado,63,(21) 93013-9461
Lucas Ferreira,"Rua 28 de Setembro, 5240",14086524408,Vila Isabel,8608.54,Pit Bull,Masculino,Contador,65,(21) 93507-6996
Carla Rodrigues,"Rua 28 de Setembro, 1552",98616400958,Vila Isabel,6342.15,Yorkshire Terrier,Feminino,Fisioterapeuta,54,(21) 92185-9801
Daniel Araujo,"Rua Candido Mendes, 581",49837154558,Gloria,5882.64,Golden Retriever,Masculino,Advogado,22,(21) 99846-8471
Viviane Mendes,"Rua do Russel, 553",65807108716,Gloria,4462.05,Dachshund,Feminino,Enfermeiro,30,(21) 90305-3730
Bruno Alves,"Rua do Catete, 8846",12752190851,Catete,7418.48,Dachshund,Masculino,Artesao,60,(21) 90605-5119
Leandro Rodrigues,"Rua Miguel Lemos, 5644",51832390495,Sao Conrado,9985.14,Boxer,Masculino,Publicitario,45,(21) 94997-8412
Ricardo Martins,"Rua Conde de Iraja, 562",58524093982,Catete,2990.96,Schnauzer,Masculino,Lider de Projeto,71,(21) 91582-2898
Michele Araujo,"Rua Paissandu, 7177",14847586024,Flamengo,1596.54,Cocker Spaniel,Feminino,Geografo,66,(21) 96596-6784
Carlos Santos,"Rua do Rio Comprido, 8597",86462907229,Rio Comprido,2407.62,Yorkshire Terrier,Masculino,Economista,18,(21) 98928-2574
Leandro Rodrigues,"Avenida Aquarela do Brasil, 6007",64195576710,Sao Conrado,3696.0,Boxer,Masculino,Administrador,20,(21) 94983-3517
Juliana Costa,"Rua Lopes Quintas, 4742",42077583332,Jardim Botanico,7551.87,Chihuahua,Feminino,Musico,27,(21) 95766-8505
Natalia Pinto,"Rua Senador Dantas, 1011",84166292605,Flamengo,9028.97,Pit Bull,Feminino,Designer,41,(21) 93077-3646
Luana Campos,"Rua do Anil, 6215",29464853560,Barra da Tijuca,3601.43,Golden Retriever,Feminino,Jornalista,29,(21) 92255-9845
Michele Araujo,"Rua Almirante Alexandrino, 3949",75246184919,Santa Teresa,4518.04,Labrador,Feminino,Ator,34,(21) 91554-5280
Larissa Ferreira,"Avenida Rio Branco, 4748",89277181932,Centro,2494.65,Yorkshire Terrier,Feminino,Padeiro,25,(21) 93026-7446
Daniel Araujo,"Rua Marquesa de Santos, 8335",81484368375,Jardim Botanico,3423.2,Golden Retriever,Masculino,Contador,61,(21) 97903-1256
Isabela Martins,"Rua Plinio Casado, 9823",22126307946,Cascadura,9093.19,Pug,Feminino,Musico,27,(21) 97108-2621
Mariana Lima,"Rua Almirante Alexandrino, 722",84719505695,Santa Teresa,3677.94,Cocker Spaniel,Feminino,Farmaceutico,58,(21) 96452-4298
Juliana Costa,"Rua Professor Annes Dias, 1450",69829112419,Sao Conrado,2381.46,Labrador,Feminino,Antropologo,72,(21) 99750-8312
Rafael Melo,"Avenida Ayrton Senna, 9925",32184285742,Barra da Tijuca,2411.41,Husky Siberiano,Masculino,Gerente,44,(21) 96060-3911
Tatiane Almeida,"Rua Visconde de Piraja, 4961",71146274666,Ipanema,9581.09,Schnauzer,Feminino,Arquiteto,60,(21) 90788-3827
Juliana Costa,"Rua 28 de Setembro, 5036",61376138291,Vila Isabel,9360.86,Husky Siberiano,Feminino,Jornalista,61,(21) 91039-9840
Viviane Mendes,"Rua Conde de Bonfim, 5504",96790255238,Tijuca,8065.14,Boxer,Feminino,Geografo,69,(21) 90318-1287
Camila Pereira,"Rua do Lavradio, 3424",41092862402,Catete,1537.19,Border Collie,Feminino,Veterinario,19,(21) 97703-2890
Carla Rodrigues,"Rua Monte Alegre, 3686",84580220559,Santa Teresa,3476.18,Golden Retriever,Feminino,Biologo,28,(21) 92604-9044
Carlos Santos,"Rua Lopes Quintas, 9580",65453466206,Jardim Botanico,8490.73,Basset Hound,Masculino,Economista,46,(21) 93976-4427
Isabela Martins,"Rua da Gloria, 9596",46580166536,Gloria,1479.74,Beagle,Feminino,Artesao,23,(21) 93812-8132
Antonio Silva,"Rua Joaquim Nabuco, 2820",97214644741,Recreio dos Bandeirantes,9070.73,Cocker Spaniel,Masculino,Antropologo,22,(21) 95256-7398
Viviane Mendes,"Rua da Assembleia, 5083",88005943086,Centro,4555.05,Pit Bull,Feminino,Economista,60,(21) 97849-7037
Rafael Melo,"Rua Silveira Martins, 7377",58334622397,Catete,9476.48,Pug,Masculino,Musico,31,(21) 96589-7859
Carlos Santos,"Rua Uruguai, 9816",42601602237,Tijuca,7046.37,Husky Siberiano,Masculino,Analista de Sistemas,70,(21) 97917-9060
Leandro Rodrigues,"Rua Sao Clemente, 8318",37890072172,Humaita,7440.5,Boxer,Masculino,Farmaceutico,70,(21) 97345-8702
Camila Pereira,"Rua Sao Clemente, 1152",86273901681,Botafogo,6723.64,Chihuahua,Feminino,Jornalista,53,(21) 92053-3381
Daniele Souza,"Rua Estrela, 7802",70546053433,Santa Teresa,2384.76,Chihuahua,Feminino,Geografo,66,(21) 90330-7822
Thiago Souza,"Rua Marques de Abrantes, 1127",40488441430,Flamengo,5149.42,Pug,Masculino,Producao de Eventos,40,(21) 90693-4116
Lucas Ferreira,"Rua do Dende, 6963",32247764845,Recreio dos Bandeirantes,8297.89,Dachshund,Masculino,Economista,31,(21) 92692-7296
Bruno Alves,"Rua do Ouvidor, 1657",36006902536,Gloria,7790.29,Boxer,Masculino,Artesao,29,(21) 90183-6904
Eduardo Campos,"Rua do Rio Comprido, 1451",76585850052,Rio Comprido,8646.29,Rottweiler,Masculino,Psicologo,53,(21) 98226-9756
Natalia Pinto,"Rua Marquesa de Santos, 1030",27322592728,Jardim Botanico,4596.46,Shih Tzu,Feminino,Contador,58,(21) 96562-7591
Felipe Oliveira,"Rua Ary Schiavo, 5001",37593652081,Barra da Tijuca,6357.55,Shiba Inu,Masculino,Geografo,20,(21) 93595-9448
Ricardo Martins,"Praia de Botafogo, 1237",19072166802,Botafogo,9316.75,Husky Siberiano,Masculino,Arquiteto,59,(21) 97886-2658
Daniele Souza,"Rua Barao de Santa Marta, 8147",39142459468,Rio Comprido,3535.79,Dachshund,Feminino,Padeiro,38,(21) 95283-4975
Gabriela Rocha,"Rua Conde de Bonfim, 3002",82639461121,Tijuca,4388.05,Pit Bull,Feminino,Antropologo,51,(21) 95292-9338
Gustavo Moreira,"Rua Senador Dantas, 5353",64546763567,Flamengo,7175.09,Maltes,Masculino,Advogado,65,(21) 96257-5093
Isabela Martins,"Rua Humaita, 7824",50734434375,Humaita,6017.56,Chihuahua,Feminino,Padeiro,51,(21) 92623-9141
Larissa Ferreira,"Rua do Lavradio, 6047",77987743400,Catete,2753.49,Cocker Spaniel,Feminino,Terapeuta Ocupacional,48,(21) 97010-5909
Gustavo Moreira,"Rua General Artigas, 2149",83661783366,Leblon,1401.83,Shih Tzu,Masculino,Fisioterapeuta,53,(21) 99753-2960
Leandro Rodrigues,"Rua Farme de Amoedo, 5112",61741395924,Ipanema,8596.4,Dachshund,Masculino,Veterinario,21,(21) 92130-9983
Joao Almeida,"Avenida Rio Branco, 4212",91667958180,Centro,6539.08,Shih Tzu,Masculino,Producao de Eventos,64,(21) 93045-9503
Viviane Mendes,"Rua Bartolomeu Mitre, 6408",83038676008,Leblon,2225.08,Golden Retriever,Feminino,Geografo,19,(21) 95746-6849
Leandro Rodrigues,"Rua Jose Higino, 7",48161558156,Tijuca,8162.24,Shiba Inu,Masculino,Producao de Eventos,19,(21) 97582-2432
Larissa Ferreira,"Rua do Ouvidor, 4742",57650158232,Centro,6071.96,Shih Tzu,Feminino,Administrador,26,(21) 94100-5406
Tatiane Almeida,"Rua Paula Freitas, 8418",91699844171,Copacabana,2072.3,Rottweiler,Feminino,Ator,45,(21) 99666-5970
Ricardo Martins,"Rua Joao Vicente, 8568",97844537631,Vila Isabel,1489.41,Labrador,Masculino,Contador,23,(21) 96774-8009
Gabriel Rocha,"Rua Professor Annes Dias, 8545",46772425394,Sao Conrado,3560.3,Rottweiler,Masculino,Fisioterapeuta,25,(21) 98060-9758
Ana Beatriz Oliveira,"Rua Clarimundo de Melo, 5557",38924960268,Tijuca,5855.65,Dachshund,Feminino,Antropologo,37,(21) 90911-3899
Gabriela Rocha,"Rua da Assembleia, 4899",87926302111,Centro,8151.77,Pit Bull,Feminino,Fisioterapeuta,70,(21) 95701-9798
Roberta Moreira,"Rua Primeiro de Marco, 1276",90780761155,Centro,7938.29,Poodle,Feminino,Historiador,64,(21) 91113-8591
Carlos Santos,"Rua do Lavradio, 9357",68664937132,Catete,4311.1,Schnauzer,Masculino,Medico,23,(21) 98452-9804
Joao Almeida,"Rua Conde de Iraja, 1467",75954392181,Catete,6876.6,Poodle,Masculino,Arquiteto,36,(21) 94357-1676
Pedro Pinto,"Rua Ary Schiavo, 6589",57406663832,Barra da Tijuca,1695.52,Yorkshire Terrier,Masculino,Enfermeiro,20,(21) 94292-1470
Thiago Souza,"Rua Lopes Quintas, 7955",58110800774,Jardim Botanico,8657.67,Dachshund,Masculino,Publicitario,28,(21) 96329-2669
Eduardo Campos,"Rua Joaquim Nabuco, 9769",15765803104,Recreio dos Bandeirantes,4884.73,Bulldog,Masculino,Chef de Cozinha,59,(21) 95764-5409
Larissa Ferreira,"Rua da Assembleia, 2711",30653228595,Centro,2165.68,Bulldog,Feminino,Dentista,48,(21) 94795-2035
Larissa Ferreira,"Rua Jose Higino, 4289",27928864742,Tijuca,3969.75,Maltes,Feminino,Jornalista,27,(21) 98553-8537
Carlos Santos,"Avenida Ayrton Senna, 888",96167889661,Barra da Tijuca,9281.14,Shiba Inu,Masculino,Ator,65,(21) 92463-9441
Marcelo Lima,"Rua Casemiro de Abreu, 1505",70080152057,Cascadura,7682.24,Shih Tzu,Masculino,Jornalista,72,(21) 91305-8781
Diego Silva,"Rua Sao Clemente, 1897",18998569457,Humaita,5577.27,Bulldog,Masculino,Gerente,53,(21) 96193-6177
Bruna Alves,"Rua do Rio Comprido, 7844",23624478109,Rio Comprido,8288.51,Basset Hound,Feminino,Professor,64,(21) 98699-6046
Pedro Pinto,"Avenida Delfim Moreira, 9831",72599363367,Leblon,7777.79,Border Collie,Masculino,Padeiro,21,(21) 94035-2851
Eduardo Campos,"Rua do Ouvidor, 4579",24710521338,Gloria,3479.76,Beagle,Masculino,Arquiteto,22,(21) 97527-8948
Thiago Souza,"Avenida Rio Branco, 3746",19306158537,Centro,9216.8,Dachshund,Masculino,Enfermeiro,23,(21) 90539-6415
Daniel Araujo,"Rua Voluntarios da Patria, 584",92276274925,Botafogo,2719.79,Basset Hound,Masculino,Analista de Sistemas,20,(21) 96177-1075
Ricardo Martins,"Rua Bartolomeu Mitre, 9531",33957682067,Leblon,8555.21,Bulldog,Masculino,Personal Trainer,68,(21) 94566-9353
Camila Pereira,"Avenida Vieira Souto, 757",83196142040,Ipanema,3825.8,Bulldog,Feminino,Medico,63,(21) 98008-2613
Marcelo Lima,"Rua Joao Vicente, 4091",11917738023,Vila Isabel,6614.95,Beagle,Masculino,Quimico,23,(21) 90225-4421
Michele Araujo,"Rua Plinio Casado, 5283",72029412209,Cascadura,4615.22,Beagle,Feminino,Antropologo,63,(21) 92380-1772
Camila Pereira,"Rua Mem de Sa, 3804",77126319778,Lapa,5227.09,Husky Siberiano,Feminino,Professor,19,(21) 93826-1363
Larissa Ferreira,"Rua Jardim Botanico, 677",77107312386,Jardim Botanico,8408.35,Pug,Feminino,Geografo,35,(21) 97625-3261
Bruna Alves,"Avenida Aquarela do Brasil, 8587",61058428358,Sao Conrado,8629.16,Border Collie,Feminino,Jornalista,35,(21) 92065-2763
Leandro Rodrigues,"Rua Mem de Sa, 1366",75987808542,Lapa,1490.36,Pit Bull,Masculino,Veterinario,52,(21) 92244-8410
Bruno Alves,"Rua Domingos Ferreira, 4069",89168445010,Cascadura,3420.88,Bulldog,Masculino,Analista de Sistemas,70,(21) 98279-7608
Larissa Ferreira,"Rua Garcia d'Avila, 3072",28525354964,Ipanema,3707.45,Shih Tzu,Feminino,Farmaceutico,59,(21) 94406-2271
Gabriela Rocha,"Rua dos Arcos, 8051",88782882277,Lapa,7051.92,Schnauzer,Feminino,Psicologo,68,(21) 94238-3166
Carla Rodrigues,"Rua Joaquim Nabuco, 6999",85762761325,Recreio dos Bandeirantes,9306.16,Beagle,Feminino,Artesao,59,(21) 97509-7785
Bruno Alves,"Rua do Bispo, 266",59591914627,Rio Comprido,5472.71,Bulldog,Masculino,Analista de Sistemas,60,(21) 92870-7536
Joao Almeida,"Rua Siqueira Campos, 1999",75019366710,Copacabana,5605.85,Husky Siberiano,Masculino,Antropologo,24,(21) 91648-9257
Mariana Lima,"Rua Conde de Iraja, 8863",89440479547,Catete,3498.92,Maltes,Feminino,Lider de Projeto,71,(21) 98817-5461
Eduardo Campos,"Rua Domingos Ferreira, 5394",66743071664,Cascadura,9970.68,Chihuahua,Masculino,Padeiro,51,(21) 94954-1228
Rodrigo Costa,"Rua Professor Annes Dias, 4064",62348820629,Sao Conrado,3427.88,Poodle,Masculino,Musico,64,(21) 93494-2050
Daniel Araujo,"Rua Lopes Quintas, 1556",13057292004,Jardim Botanico,5121.6,Yorkshire Terrier,Masculino,Administrador,59,(21) 96443-6049
Bruno Alves,"Avenida Glaucio Gil, 4279",75418385743,Recreio dos Bandeirantes,3775.62,Poodle,Masculino,Terapeuta Ocupacional,41,(21) 92008-9968
Eduardo Campos,"Rua Nelson Mandela, 496",43164534447,Botafogo,6873.07,Boxer,Masculino,Designer,49,(21) 99848-6940
Lucas Ferreira,"Rua do Rio Comprido, 1613",61493952514,Rio Comprido,4653.22,Border Collie,Masculino,Analista de Sistemas,40,(21) 98088-6215
Juliana Costa,"Rua Joao Vicente, 1425",91401029390,Vila Isabel,8224.46,Chihuahua,Feminino,Biologo,52,(21) 93906-1435
Carlos Santos,"Rua do Catete, 7134",52256231460,Catete,4776.37,Schnauzer,Masculino,Engenheiro,26,(21) 99043-6094
Gabriela Rocha,"Rua Farme de Amoedo, 4165",56838178325,Ipanema,5543.74,Dachshund,Feminino,Publicitario,53,(21) 96903-3561
Gabriel Rocha,"Rua Ary Schiavo, 8677",39357038171,Barra da Tijuca,5214.57,Labrador,Masculino,Advogado,48,(21) 97329-9606
Mariana Lima,"Rua do Catete, 5293",93997181778,Catete,9609.89,Beagle,Feminino,Quimico,42,(21) 99532-1740
Daniele Souza,"Rua Mem de Sa, 364",81284930902,Lapa,4105.25,Husky Siberiano,Feminino,Quimico,27,(21) 94304-3313
Daniele Souza,"Rua Voluntarios da Patria, 4508",32486214690,Botafogo,5909.29,Husky Siberiano,Feminino,Terapeuta Ocupacional,21,(21) 94431-1595
Lucas Ferreira,"Rua Sao Clemente, 2644",61510723601,Humaita,4656.18,Schnauzer,Masculino,Padeiro,50,(21) 92841-6978
Mariana Lima,"Rua Clarimundo de Melo, 4314",66157500225,Tijuca,7637.78,Labrador,Feminino,Quimico,60,(21) 93515-6970
Michele Araujo,"Rua Lopes Quintas, 309",15592919257,Jardim Botanico,3804.56,Chihuahua,Feminino,Advogado,37,(21) 96536-8098
Gabriel Rocha,"Rua General Artigas, 9056",34436167046,Leblon,5732.11,Beagle,Masculino,Professor,18,(21) 97339-7096
Leandro Rodrigues,"Avenida Delfim Moreira, 9471",11481884369,Leblon,6456.57,Dachshund,Masculino,Fisioterapeuta,23,(21) 98790-9047
Michele Araujo,"Rua Joao Lira, 2343",87072127943,Sao Conrado,2181.53,Dachshund,Feminino,Terapeuta Ocupacional,68,(21) 91170-6695
Ana Beatriz Oliveira,"Rua Nelson Mandela, 6742",48223505866,Botafogo,6360.98,Beagle,Feminino,Analista de Sistemas,41,(21) 98853-9703
Gabriel Rocha,"Rua Senador Dantas, 6067",73317712791,Flamengo,7990.89,Schnauzer,Masculino,Desenvolvedor,23,(21) 97493-8458
Andre Carvalho,"Rua do Lavradio, 1560",45140651920,Catete,6202.89,Poodle,Masculino,Terapeuta Ocupacional,44,(21) 91250-3867
Mariana Lima,"Rua Barao de Santa Marta, 1420",13073548244,Rio Comprido,9042.19,Boxer,Feminino,Producao de Eventos,42,(21) 91178-8968
Leandro Rodrigues,"Rua Lopes Quintas, 6446",75643074130,Jardim Botanico,9296.35,Pug,Masculino,Designer,67,(21) 95069-4391
Natalia Pinto,"Rua Joao Vicente, 6591",40112846434,Vila Isabel,4213.3,Bulldog,Feminino,Gerente,43,(21) 95686-9885
Gabriel Rocha,"Rua Casemiro de Abreu, 679",81555904389,Cascadura,5306.6,Poodle,Masculino,Contador,52,(21) 90024-9991
Luana Campos,"Avenida Delfim Moreira, 1370",88056387930,Leblon,8710.87,Border Collie,Feminino,Professor,41,(21) 92788-5195
Rodrigo Costa,"Avenida Aquarela do Brasil, 9823",35709504040,Sao Conrado,5730.19,Shih Tzu,Masculino,Antropologo,44,(21) 96081-7796
Tatiane Almeida,"Rua Ataulfo de Paiva, 1886",40782553446,Leblon,6778.31,Boxer,Feminino,Psicologo,42,(21) 96682-2798
Ricardo Martins,"Rua Primeiro de Marco, 6189",96798750680,Centro,1535.48,Labrador,Masculino,Arquiteto,60,(21) 98944-9264
Ricardo Martins,"Rua Ataulfo de Paiva, 8081",43638367802,Leblon,4091.22,Maltes,Masculino,Producao de Eventos,61,(21) 92131-1243
Ana Beatriz Oliveira,"Avenida Delfim Moreira, 4082",41284007261,Leblon,5021.61,Shih Tzu,Feminino,Quimico,19,(21) 98123-7343
Gabriela Rocha,"Avenida Vieira Souto, 2172",13374570523,Ipanema,4121.37,Shih Tzu,Feminino,Biologo,65,(21) 92788-9527
